Data,MRR_Total,Churn_Total,MRR_Essencial,MRR_Controle,MRR_Avancado,MRR_Performance,Churn_Essencial,Churn_Controle,Churn_Avancado,Churn_Performance,%_Anual,Signups,Trials,Conversao_Trial_Pago_%,Engajamento_Medio,%_Base_<30_dias,%_Base_Ativa,%_Ativacao_Features,Engajamento_Essencial,Engajamento_Controle,Engajamento_Avancado,Engajamento_Performance
2023-07-16,4995393.79,5.44,1594523.77,1300474.22,1033523.76,1066872.03,5.54,5.58,5.42,5.17,66.61,133,71,38.84,0.271,16.82,66.6,55.0,0.245,0.263,0.293,0.301
2023-07-17,4776042.95,5.84,1452276.52,1285915.75,1017500.55,1020350.13,6.01,5.85,5.58,5.52,83.21,135,73,38.25,0.089,20.97,77.22,53.02,0.07,0.079,0.134,0.125
2023-07-18,4727906.3,6.39,1433959.35,1218440.14,978315.79,1097191.01,6.62,6.52,6.22,6.14,76.69,142,72,31.17,0.453,21.93,74.35,54.64,0.427,0.467,0.475,0.499
2023-07-19,5066321.22,5.5,1570169.1,1214193.33,1078994.79,1202964.0,5.91,5.37,5.42,5.31,70.35,140,81,44.15,0.378,19.68,67.86,41.76,0.338,0.38,0.394,0.406
2023-07-20,4953877.68,6.12,1547942.08,1236150.47,970364.01,1199421.12,6.18,6.07,5.9,5.99,77.01,117,53,31.49,0.391,15.98,71.07,54.54,0.383,0.385,0.426,0.419
2023-07-21,4825181.62,7.14,1477755.99,1221015.65,898703.0,1227706.97,7.46,7.11,7.09,6.94,70.03,148,70,42.82,0.29,19.69,73.08,42.73,0.275,0.262,0.308,0.338
2023-07-22,5102138.24,5.88,1454741.19,1142485.03,1068989.99,1435922.02,6.1,5.87,5.68,5.61,62.85,148,82,30.0,0.346,15.81,77.65,46.79,0.328,0.352,0.36,0.376
2023-07-23,4930880.96,5.81,1447364.94,1219036.29,958656.85,1305822.87,6.1,5.82,5.75,5.49,77.97,137,68,43.23,0.226,21.82,65.91,58.85,0.205,0.226,0.234,0.248
2023-07-24,5059515.66,3.98,1604490.53,1292534.44,1046565.03,1115925.66,4.17,4.05,3.73,3.58,80.6,137,79,30.3,0.412,22.9,73.95,50.06,0.389,0.425,0.437,0.449
2023-07-25,4927102.22,2.87,1423856.78,1125182.95,940218.01,1437844.47,2.99,2.82,2.76,2.61,78.22,135,63,41.37,0.404,24.62,75.76,59.35,0.376,0.393,0.419,0.431
2023-07-26,5167289.75,5.89,1523764.92,1338491.26,946901.64,1358131.93,6.16,5.9,5.73,5.68,65.73,127,60,35.43,0.297,16.49,79.67,41.78,0.258,0.293,0.309,0.318
2023-07-27,5131640.9,5.41,1525549.99,1278746.61,1127438.3,1199906.0,5.67,5.4,5.18,5.25,83.92,136,79,41.07,0.522,20.32,77.11,49.55,0.518,0.525,0.536,0.553
2023-07-28,4892124.3,4.99,1455779.76,1309186.71,911148.66,1216009.17,5.28,4.89,4.86,4.64,60.63,132,65,36.03,0.452,20.68,69.14,41.25,0.432,0.465,0.469,0.49
2023-07-29,5039588.51,5.74,1534643.32,1119399.02,1106375.34,1279170.84,5.94,5.73,5.55,5.31,68.32,132,66,31.06,0.119,24.22,75.64,52.6,0.083,0.122,0.148,0.138
2023-07-30,5001445.11,5.44,1589074.31,1166668.63,1095772.6,1149929.57,5.58,5.43,5.39,5.01,66.5,148,69,41.51,0.123,21.27,76.45,41.57,0.093,0.116,0.148,0.141
2023-07-31,5089235.79,6.63,1473983.7,1272704.35,1077659.54,1264888.2,6.67,6.61,6.36,6.26,61.2,141,64,31.07,0.093,16.46,75.95,43.51,0.076,0.106,0.112,0.122
2023-08-01,4810209.18,5.59,1370236.45,1129571.78,992716.15,1317684.8,5.87,5.59,5.21,5.22,70.14,131,70,43.83,0.16,19.36,77.3,45.18,0.143,0.157,0.185,0.179
2023-08-02,5009326.18,4.75,1442179.09,1280990.94,1017455.67,1268700.47,5.0,4.76,4.27,4.28,75.58,146,62,30.76,0.344,21.55,78.56,54.97,0.317,0.346,0.363,0.361
2023-08-03,5055010.94,6.49,1594739.67,1303941.41,1085028.08,1071301.79,6.59,6.45,6.28,6.16,82.06,138,79,37.19,0.692,22.0,66.48,43.28,0.661,0.699,0.714,0.722
2023-08-04,4717951.26,5.28,1442902.51,1062132.54,903853.69,1309062.52,5.43,5.41,5.0,4.92,84.74,153,85,40.85,0.288,23.63,66.57,56.93,0.262,0.303,0.301,0.329
2023-08-05,4788008.98,6.03,1395399.48,1176378.96,951412.09,1264818.44,6.18,5.91,6.0,5.76,80.2,134,59,35.9,0.314,16.81,76.95,42.64,0.274,0.317,0.327,0.351
2023-08-06,4686292.14,5.02,1465112.43,1150224.76,959638.28,1111316.67,5.07,4.95,4.67,4.86,71.72,118,64,33.26,0.381,24.52,68.79,40.7,0.356,0.407,0.402,0.41
2023-08-07,4899671.18,4.85,1540725.12,1168395.38,962528.74,1228021.95,4.97,5.13,4.57,4.62,78.09,143,74,41.39,0.351,15.59,65.88,47.9,0.327,0.35,0.373,0.394
2023-08-08,5019105.07,5.58,1575299.2,1338325.51,989262.89,1116217.47,5.67,5.48,5.43,5.29,81.09,134,59,41.76,0.171,24.84,71.02,59.59,0.166,0.174,0.201,0.218
2023-08-09,5114282.85,5.51,1619985.21,1336747.3,988137.68,1169412.67,5.67,5.38,5.19,5.21,71.63,133,60,43.84,0.208,23.58,77.3,42.21,0.183,0.201,0.232,0.242
2023-08-10,4943891.37,5.98,1434171.67,1260002.47,1001480.48,1248236.75,6.11,6.05,5.81,5.49,79.63,149,72,35.64,0.367,21.6,66.9,42.03,0.349,0.37,0.382,0.393
2023-08-11,5131433.87,5.23,1591779.39,1312191.44,1098244.77,1129218.26,5.27,5.02,5.08,4.92,72.07,148,80,37.59,0.215,22.35,75.08,55.02,0.211,0.218,0.222,0.26
2023-08-12,4771387.83,3.66,1423885.09,1159856.66,897312.61,1290333.46,4.07,3.64,3.42,3.25,69.66,136,72,35.45,0.224,15.73,65.05,46.24,0.193,0.234,0.253,0.269
2023-08-13,4733594.11,5.07,1484833.53,1259371.42,1028976.01,960413.16,5.39,5.28,4.97,4.81,73.15,141,71,33.86,0.215,15.41,66.65,54.35,0.189,0.22,0.238,0.248
2023-08-14,4932334.28,6.29,1524779.98,1256412.38,1023772.6,1127369.32,6.42,6.14,5.99,6.02,76.9,145,80,41.27,0.397,16.02,70.26,44.0,0.371,0.391,0.426,0.439
2023-08-15,4986087.85,5.2,1550962.01,1278677.51,1061692.32,1094756.02,5.43,5.0,5.11,5.04,78.17,146,81,35.09,0.138,15.87,66.25,49.2,0.101,0.14,0.162,0.16
2023-08-16,4937076.63,5.25,1511962.31,1298868.56,998512.04,1127733.73,5.5,5.1,5.16,5.03,68.92,143,75,36.42,0.204,20.47,77.69,45.31,0.182,0.198,0.242,0.214
2023-08-17,4693906.95,6.49,1347607.31,1096982.86,991262.41,1258054.38,6.81,6.58,6.38,6.13,74.28,140,78,36.06,0.643,17.15,77.96,49.03,0.634,0.648,0.66,0.663
2023-08-18,4932305.6,4.79,1488575.14,1284143.25,891011.22,1268575.99,4.91,4.9,4.51,4.49,82.75,148,69,40.69,0.404,23.6,76.33,55.38,0.393,0.399,0.425,0.436
2023-08-19,4787463.66,3.96,1529052.65,1099977.37,1018462.12,1139971.52,4.27,3.91,3.82,3.56,84.41,126,73,43.77,0.141,19.46,68.64,55.24,0.133,0.127,0.169,0.17
2023-08-20,5025360.71,5.34,1595529.52,1192352.75,912633.42,1324845.02,5.48,5.41,5.27,5.02,65.68,163,85,40.0,0.32,21.96,72.85,50.32,0.293,0.308,0.348,0.359
2023-08-21,4989991.79,5.02,1405815.16,1181532.86,1075824.94,1326818.82,5.08,5.15,4.88,4.75,64.82,140,79,37.07,0.151,21.53,67.76,58.57,0.12,0.14,0.175,0.166
2023-08-22,4834214.43,4.53,1385450.05,1300047.27,1061973.02,1086744.09,4.81,4.71,4.34,4.02,76.92,149,76,41.69,0.67,18.2,69.22,45.28,0.673,0.665,0.675,0.686
2023-08-23,4886335.97,5.32,1393920.91,1284260.35,937016.97,1271137.74,5.65,5.3,5.24,5.03,70.37,125,55,39.61,0.123,17.43,72.74,44.81,0.105,0.114,0.125,0.16
2023-08-24,4821894.38,5.99,1490154.36,1229865.11,908506.34,1193368.56,6.45,5.76,5.91,5.58,60.61,128,65,30.91,0.136,18.42,76.03,52.28,0.1,0.136,0.152,0.152
2023-08-25,4942478.51,5.49,1545569.44,1267018.39,1040957.81,1088932.87,5.57,5.41,5.08,5.23,68.67,138,65,31.43,0.377,22.97,66.42,52.43,0.383,0.373,0.398,0.405
2023-08-26,5065617.08,5.81,1461635.45,1256798.03,963080.46,1384103.13,6.08,5.76,5.69,5.44,80.17,126,68,30.57,0.18,20.86,69.45,40.93,0.159,0.185,0.181,0.21
2023-08-27,4833712.87,7.31,1451245.47,1292315.05,1037423.52,1052728.83,7.47,7.29,7.15,6.92,79.94,146,72,36.85,0.512,17.54,78.9,52.16,0.462,0.515,0.531,0.535
2023-08-28,5013485.58,5.16,1572370.06,1227366.13,923051.4,1290697.99,5.44,5.14,4.99,4.84,72.37,124,70,42.39,0.332,23.18,71.44,47.49,0.326,0.328,0.358,0.367
2023-08-29,4890369.09,5.78,1512650.14,1168924.8,904905.13,1303889.01,5.83,5.89,5.62,5.71,71.81,118,63,34.7,0.498,15.55,79.08,54.95,0.455,0.511,0.518,0.508
2023-08-30,4859855.26,4.99,1466167.25,1108784.56,1065115.34,1219788.11,5.06,5.12,4.73,4.69,74.49,148,79,35.76,0.122,21.99,79.87,56.16,0.105,0.112,0.145,0.17
2023-08-31,4943156.36,4.65,1500811.02,1281811.27,1023003.79,1137530.28,4.78,4.64,4.36,4.23,65.48,142,63,43.64,0.115,19.39,72.9,51.04,0.104,0.125,0.141,0.142
2023-09-01,4832770.92,4.92,1451447.46,1240679.57,1033611.24,1107032.65,5.12,5.02,4.75,4.56,73.15,158,94,42.55,0.3,22.31,69.32,40.03,0.286,0.301,0.304,0.328
2023-09-02,4891562.08,5.02,1427856.45,1170148.48,943940.27,1349616.88,5.16,5.06,4.94,4.68,60.28,152,86,39.98,0.406,24.27,76.86,52.73,0.401,0.402,0.432,0.463
2023-09-03,4815254.65,5.86,1457100.29,1065421.66,997043.5,1295689.2,6.13,5.87,5.53,5.73,71.89,142,79,34.0,0.061,22.5,67.39,54.98,0.051,0.072,0.074,0.077
2023-09-04,5195767.02,7.85,1597986.27,1361030.48,1058739.75,1178010.53,8.15,7.94,7.66,7.62,68.4,129,60,31.76,0.399,19.42,68.78,44.98,0.397,0.404,0.416,0.418
2023-09-05,4965231.63,4.78,1563714.88,1095185.6,1013532.89,1292798.25,5.04,4.79,4.41,4.44,76.87,144,73,30.24,0.352,16.51,76.77,49.29,0.331,0.342,0.366,0.396
2023-09-06,4878032.94,5.08,1490003.23,1244800.78,1011222.56,1132006.37,5.45,5.29,5.11,4.74,75.96,131,56,31.61,0.376,23.06,71.5,59.31,0.352,0.38,0.407,0.391
2023-09-07,4988677.59,5.44,1548709.32,1339524.06,1012773.22,1087670.98,5.68,5.29,5.22,5.02,69.52,130,66,34.39,0.179,19.61,68.02,45.96,0.156,0.183,0.188,0.214
2023-09-08,4950520.63,5.9,1417843.29,1197447.11,976057.0,1359173.23,5.97,5.84,5.5,5.61,60.18,161,69,38.28,0.521,15.75,74.77,44.46,0.515,0.531,0.555,0.545
2023-09-09,4938483.65,5.76,1473951.18,1144487.02,943432.65,1376612.8,6.1,5.75,5.6,5.42,66.31,146,75,30.96,0.083,22.19,75.99,44.22,0.057,0.089,0.127,0.097
2023-09-10,5039700.0,6.78,1412997.14,1286350.92,1062082.77,1278269.16,6.92,6.83,6.61,6.48,75.83,140,74,32.04,0.322,17.92,66.88,51.18,0.31,0.329,0.326,0.357
2023-09-11,5057900.93,3.07,1466119.35,1319385.86,956200.71,1316195.01,3.36,3.2,2.84,2.87,61.81,157,75,32.72,0.396,15.49,69.15,59.0,0.367,0.391,0.41,0.431
2023-09-12,4904339.86,3.11,1515727.77,1212948.77,1018602.81,1157060.52,3.47,3.11,2.97,3.04,62.69,121,60,39.48,0.13,24.03,68.32,52.17,0.101,0.128,0.156,0.16
2023-09-13,4899901.81,5.0,1566363.36,1314897.29,927714.64,1090926.51,5.25,4.86,4.84,4.66,76.18,127,73,39.24,0.058,19.83,70.7,46.07,0.049,0.055,0.068,0.108
2023-09-14,4936993.8,6.6,1401943.93,1098893.04,1012148.93,1424007.89,6.65,6.68,6.43,6.28,78.89,127,54,38.26,0.582,17.81,76.45,52.77,0.567,0.566,0.6,0.605
2023-09-15,4694769.46,3.93,1389932.38,1151344.23,985352.91,1168139.94,4.04,4.01,3.8,3.7,68.04,145,81,33.76,0.426,22.16,75.71,52.5,0.385,0.439,0.448,0.465
2023-09-16,4790177.07,2.49,1494548.84,1225915.04,904139.0,1165574.19,2.82,2.3,2.17,2.35,72.24,136,59,35.57,0.4,23.86,74.94,51.94,0.371,0.389,0.413,0.433
2023-09-17,5137024.91,6.07,1480292.42,1351715.76,936981.69,1368035.04,6.25,6.07,5.83,5.71,83.64,129,53,31.45,0.25,15.0,65.09,43.19,0.205,0.253,0.271,0.29
2023-09-18,5171396.13,5.74,1562813.48,1184057.24,957943.99,1466581.42,5.95,5.58,5.52,5.47,83.64,126,55,33.4,0.31,21.88,67.13,52.69,0.287,0.307,0.34,0.335
2023-09-19,4945115.68,4.41,1529637.28,1285730.94,1009989.83,1119757.63,4.69,4.34,4.13,4.05,67.69,137,76,43.47,0.281,22.67,68.35,48.6,0.258,0.278,0.3,0.297
2023-09-20,5045186.84,4.51,1536962.78,1249366.63,1079558.26,1179299.16,4.78,4.42,4.34,4.03,80.25,150,72,44.7,0.436,17.1,69.08,40.37,0.412,0.443,0.446,0.46
2023-09-21,5014350.02,4.53,1441730.88,1202579.95,911608.2,1458430.99,4.76,4.61,4.41,4.44,74.85,144,83,39.71,0.276,19.9,67.2,50.8,0.268,0.268,0.307,0.305
2023-09-22,5347465.7,5.61,1573306.67,1211659.53,1119577.77,1442921.72,5.79,5.62,5.47,5.38,84.39,133,67,43.75,0.133,15.89,71.15,59.79,0.117,0.137,0.167,0.17
2023-09-23,5113348.99,4.87,1592049.75,1346164.74,990214.07,1184920.43,5.04,4.75,4.67,4.59,71.94,148,60,39.64,0.126,22.47,66.13,46.99,0.131,0.131,0.15,0.156
2023-09-24,4964649.89,5.99,1500163.59,1131263.3,988666.01,1344556.99,6.28,6.08,5.9,5.55,79.37,127,69,30.5,0.512,23.47,76.25,59.31,0.497,0.504,0.522,0.544
2023-09-25,4866335.15,2.65,1363591.8,1145970.31,1056746.0,1300027.03,2.9,2.5,2.5,2.51,79.2,139,59,44.95,0.082,16.08,76.82,41.92,0.067,0.091,0.093,0.129
2023-09-26,4789226.44,4.64,1486765.69,1123084.5,925656.23,1253720.02,4.82,4.68,4.49,4.15,72.44,150,84,31.48,0.391,23.16,73.61,54.65,0.374,0.405,0.388,0.421
2023-09-27,5007415.64,4.37,1409149.12,1319808.05,994540.23,1283918.23,4.68,4.29,3.96,4.06,79.89,146,63,40.24,0.185,22.72,66.35,42.29,0.162,0.205,0.199,0.21
2023-09-28,4893237.91,5.24,1516068.73,1241097.13,883460.88,1252611.18,5.43,5.21,5.32,4.95,66.53,125,59,33.79,0.039,18.47,78.35,45.47,0.013,0.036,0.07,0.073
2023-09-29,4814329.55,4.96,1387004.6,1250926.84,882293.05,1294105.07,5.08,5.01,4.78,4.68,63.06,141,78,35.88,0.398,21.9,79.48,51.42,0.376,0.4,0.411,0.411
2023-09-30,4908411.25,6.3,1562459.9,1141320.45,934284.98,1270345.93,6.42,6.35,5.93,6.04,70.63,138,82,39.69,0.359,15.0,68.04,51.86,0.337,0.362,0.37,0.372
2023-10-01,4857214.24,3.64,1431506.67,1220344.5,879709.94,1325653.13,3.74,3.77,3.43,3.24,83.59,133,63,36.55,0.257,24.32,75.57,55.5,0.236,0.263,0.287,0.285
2023-10-02,5190457.0,5.55,1521204.94,1290281.69,1065367.32,1313603.05,5.72,5.54,5.27,5.35,72.52,137,78,33.76,0.188,20.5,77.63,52.31,0.174,0.205,0.219,0.208
2023-10-03,5094796.77,6.06,1456885.27,1333010.37,1003959.94,1300941.2,6.38,6.09,5.85,5.72,75.88,153,67,35.02,0.568,21.2,73.1,51.87,0.551,0.573,0.583,0.592
2023-10-04,4989043.28,7.36,1457919.03,1323614.9,1007416.6,1200092.76,7.48,7.31,7.22,7.1,75.6,146,82,35.12,0.285,21.65,69.85,58.25,0.26,0.29,0.31,0.325
2023-10-05,5168593.3,5.02,1628448.17,1140232.2,966454.0,1433458.92,5.24,5.04,5.04,4.79,63.31,142,75,44.39,0.224,20.61,72.18,49.04,0.197,0.213,0.235,0.259
2023-10-06,5001284.2,5.82,1599677.62,1268830.78,959432.76,1173343.03,5.96,5.87,5.6,5.27,69.76,147,64,41.98,0.112,23.57,72.68,44.51,0.095,0.133,0.129,0.142
2023-10-07,4889645.9,3.7,1441136.98,1088395.03,1009970.93,1350142.96,3.87,3.69,3.57,3.35,77.67,152,70,36.88,0.119,21.1,71.01,43.24,0.09,0.115,0.121,0.15
2023-10-08,5176774.89,3.11,1542391.22,1280956.36,1131705.68,1221721.63,3.16,2.93,2.99,2.75,84.3,130,55,33.0,0.402,24.08,78.95,48.0,0.378,0.376,0.426,0.428
2023-10-09,5059669.21,6.34,1562844.98,1185893.55,920944.14,1389986.53,6.52,6.38,6.19,5.93,64.2,139,66,42.17,0.221,20.82,76.16,54.26,0.196,0.198,0.24,0.26
2023-10-10,4871530.46,5.49,1536713.72,1146460.28,1050376.86,1137979.61,5.68,5.53,5.12,5.34,70.26,132,58,32.36,0.011,16.71,68.62,40.85,0.016,0.015,0.025,0.049
2023-10-11,4974159.36,6.68,1510760.5,1182098.65,1010128.65,1271171.56,6.93,6.61,6.24,6.2,62.38,133,70,33.16,0.17,24.14,73.78,42.58,0.138,0.158,0.189,0.21
2023-10-12,4892925.81,4.13,1446647.47,1228440.57,991095.31,1226742.45,4.35,4.0,3.9,4.08,66.06,137,82,35.49,0.451,21.82,75.33,42.12,0.423,0.451,0.469,0.49
2023-10-13,4833064.03,6.02,1433027.04,1143998.33,966666.65,1289372.01,6.1,6.17,5.87,5.8,69.42,126,51,43.21,0.373,21.99,67.1,51.71,0.347,0.358,0.384,0.403
2023-10-14,5111141.31,7.37,1573335.67,1311697.51,934192.75,1291915.37,7.68,7.42,7.29,7.11,73.52,125,64,31.98,0.191,24.85,70.38,44.86,0.166,0.194,0.215,0.214
2023-10-15,5230130.0,5.92,1465109.68,1256415.14,960226.1,1548379.08,6.14,5.9,5.67,5.56,65.76,162,83,31.83,0.653,15.75,78.58,43.33,0.643,0.659,0.67,0.682
2023-10-16,4834171.89,5.78,1473376.18,1080039.37,986347.42,1294408.92,6.0,5.66,5.4,5.45,65.69,150,87,37.41,0.107,19.29,73.51,51.86,0.085,0.109,0.126,0.138
2023-10-17,5070556.31,5.51,1491857.66,1314227.31,981854.12,1282617.22,5.71,5.43,5.33,5.23,79.45,136,68,34.15,0.091,17.39,68.25,55.23,0.058,0.084,0.096,0.114
2023-10-18,4925922.89,3.93,1535744.6,1154084.21,1067401.79,1168692.29,4.08,4.06,3.97,3.63,84.07,135,69,38.53,0.082,21.3,66.84,46.64,0.077,0.091,0.101,0.129
2023-10-19,4946544.95,6.86,1403431.88,1195274.93,970826.83,1377011.31,7.08,6.87,6.59,6.65,68.09,136,67,36.77,0.154,23.07,72.77,51.56,0.136,0.15,0.172,0.2
2023-10-20,4934912.73,4.89,1497884.64,1254811.09,916567.55,1265649.45,5.14,4.83,4.59,4.74,77.2,133,60,36.52,0.376,24.66,73.22,41.96,0.36,0.374,0.388,0.405
2023-10-21,4903321.11,6.0,1467264.49,1160237.61,1022777.64,1253041.37,6.03,6.06,5.96,5.63,66.45,160,66,31.68,0.185,19.55,70.02,58.7,0.171,0.179,0.21,0.225
2023-10-22,5013822.6,3.94,1532690.58,1117226.49,961320.95,1402584.58,4.08,3.86,3.72,3.57,83.2,128,62,32.12,0.24,22.86,74.46,46.74,0.207,0.237,0.239,0.275
2023-10-23,4909285.99,4.32,1387335.47,1171827.18,986858.84,1363264.49,4.5,4.47,4.08,3.86,76.82,154,63,42.32,0.057,24.17,66.03,59.95,0.036,0.075,0.072,0.082
2023-10-24,5042454.82,6.94,1528869.03,1347457.03,1048393.48,1117735.28,7.16,7.07,6.74,6.71,80.07,138,70,43.29,0.511,21.83,67.18,59.57,0.499,0.511,0.534,0.545
2023-10-25,5004971.43,5.15,1513800.57,1261686.83,1081126.7,1148357.32,5.47,5.11,5.03,4.78,61.23,138,64,33.52,0.458,17.43,73.19,55.58,0.432,0.446,0.499,0.481
2023-10-26,4983326.23,6.95,1507089.43,1263641.75,1054908.61,1157686.44,7.08,6.89,6.65,6.68,74.96,120,61,31.7,0.227,21.08,65.93,40.4,0.21,0.217,0.233,0.248
2023-10-27,4904092.36,5.42,1491528.23,1233938.82,1015414.11,1163211.2,5.57,5.16,5.26,5.0,73.19,130,55,30.8,0.226,24.7,78.21,50.87,0.211,0.223,0.247,0.26
2023-10-28,4944787.44,3.66,1518340.09,1137051.93,1024487.4,1264908.02,3.81,3.51,3.61,3.26,67.32,156,91,39.12,0.268,24.88,67.13,41.74,0.234,0.26,0.294,0.303
2023-10-29,5105646.95,6.39,1593980.73,1230035.58,1112198.74,1169431.9,6.51,6.26,6.4,6.07,66.56,134,78,40.73,0.308,21.42,75.11,57.9,0.278,0.317,0.328,0.365
2023-10-30,5076110.06,4.91,1476096.4,1307336.87,973765.24,1318911.55,5.08,4.92,4.58,4.64,74.5,151,66,35.59,0.288,23.87,70.87,55.79,0.245,0.274,0.296,0.316
2023-10-31,4899693.37,6.2,1533613.71,1102767.35,882162.76,1381149.55,6.48,6.17,5.94,5.8,77.66,139,65,40.2,0.307,17.0,71.0,59.45,0.289,0.306,0.322,0.332
2023-11-01,5029919.88,5.53,1508625.01,1176461.23,960101.96,1384731.67,5.62,5.39,5.32,5.16,60.83,134,70,40.69,0.237,17.46,76.47,52.17,0.236,0.247,0.233,0.276
2023-11-02,5109166.45,3.96,1446314.75,1194604.64,964179.69,1504067.37,4.2,3.93,3.8,3.73,74.19,141,59,44.03,0.12,24.53,72.49,50.44,0.093,0.114,0.14,0.15
2023-11-03,4819671.37,5.66,1360795.83,1164437.16,995133.85,1299304.52,5.69,5.71,5.52,5.5,64.26,141,66,30.97,0.31,16.35,75.88,50.38,0.288,0.314,0.315,0.333
2023-11-04,5086203.22,7.7,1492137.06,1368282.44,1044444.02,1181339.7,7.84,7.75,7.6,7.43,63.51,134,60,32.88,0.202,16.91,72.58,47.73,0.192,0.202,0.227,0.226
2023-11-05,4942485.15,5.99,1539069.51,1104028.25,1006974.29,1292413.1,6.16,5.8,5.84,5.54,75.58,143,83,31.03,0.278,19.21,73.89,49.37,0.261,0.278,0.292,0.307
2023-11-06,5091471.84,5.44,1569737.62,1252171.38,919773.05,1349789.79,5.81,5.43,5.45,5.03,67.77,148,84,43.02,0.081,20.9,76.41,52.71,0.052,0.086,0.094,0.122
2023-11-07,4932408.9,6.58,1536665.35,1129364.96,1031618.86,1234759.74,6.75,6.44,6.45,6.39,71.02,135,70,41.89,0.211,21.04,74.11,58.66,0.207,0.193,0.233,0.246
2023-11-08,4808414.15,5.71,1445845.72,1291221.85,927741.28,1143605.3,5.69,5.8,5.54,5.53,69.0,170,86,38.62,0.154,17.92,74.23,51.92,0.136,0.166,0.177,0.176
2023-11-09,4830694.91,5.71,1437653.26,1090119.61,998032.39,1304889.65,5.71,5.79,5.45,5.28,76.21,144,84,31.25,0.375,24.21,76.84,57.14,0.352,0.356,0.403,0.423
2023-11-10,5032770.19,4.41,1438859.44,1208771.0,1017943.89,1367195.87,4.61,4.32,4.21,4.22,71.75,142,83,34.1,0.291,24.15,79.24,57.26,0.27,0.303,0.309,0.312
2023-11-11,5059166.7,5.73,1482981.95,1299670.83,980007.32,1296506.6,6.0,5.66,5.45,5.38,84.09,149,88,34.47,0.167,18.92,70.65,50.38,0.153,0.171,0.186,0.189
2023-11-12,4920482.0,6.54,1463158.34,1255843.41,912173.96,1289306.29,6.77,6.49,6.2,6.3,68.81,142,60,38.41,0.182,19.34,73.66,46.95,0.156,0.187,0.188,0.224
2023-11-13,5106631.1,4.66,1447954.69,1231394.8,938480.1,1488801.5,4.88,4.44,4.36,4.2,78.51,123,53,33.87,0.336,22.02,66.29,52.79,0.331,0.352,0.37,0.381
2023-11-14,4831617.59,6.92,1395489.43,1146669.48,1030394.31,1259064.37,7.24,6.96,6.68,6.7,66.43,134,72,31.09,0.323,21.63,70.38,48.92,0.316,0.335,0.334,0.357
2023-11-15,5024070.42,5.41,1526960.76,1205177.12,1088896.43,1203036.11,5.55,5.38,5.21,4.99,72.72,146,74,40.96,0.262,18.82,71.18,41.63,0.242,0.27,0.289,0.279
2023-11-16,4887678.06,4.61,1512377.23,1139874.04,1006820.24,1228606.54,4.9,4.71,4.51,4.29,73.81,136,55,34.49,0.352,19.14,77.53,47.56,0.333,0.35,0.38,0.383
2023-11-17,4955779.67,6.5,1585521.92,1141150.77,912544.21,1316562.77,6.53,6.39,6.22,6.17,68.23,140,58,36.79,0.473,18.48,72.7,59.88,0.445,0.47,0.497,0.489
2023-11-18,5040687.84,5.21,1599533.92,1230693.94,988383.56,1222076.42,5.32,5.15,4.85,5.11,71.79,157,91,31.91,0.153,17.35,75.97,40.97,0.127,0.161,0.171,0.208
2023-11-19,4932750.4,6.26,1507954.66,1151435.59,1031722.08,1241638.07,6.28,6.11,6.03,6.18,66.98,157,90,42.04,0.074,19.58,65.29,53.93,0.042,0.078,0.09,0.107
2023-11-20,4990853.33,5.21,1481534.42,1169721.68,1054032.47,1285564.76,5.38,5.11,4.82,4.93,60.15,155,73,38.48,0.368,21.86,71.97,56.82,0.346,0.371,0.387,0.406
2023-11-21,5158755.14,5.44,1575726.77,1304328.32,952970.36,1325729.69,5.64,5.32,5.39,5.12,65.39,142,82,43.52,0.178,22.42,78.52,52.97,0.159,0.177,0.179,0.204
2023-11-22,4969772.98,5.99,1547716.84,1334020.59,894565.24,1193470.31,6.2,6.09,5.91,5.81,77.5,142,74,37.43,0.357,22.79,68.36,51.39,0.321,0.353,0.377,0.405
2023-11-23,5140283.05,5.79,1463610.52,1286005.58,1071674.39,1318992.57,6.0,5.72,5.51,5.6,79.27,154,86,44.12,0.388,18.75,65.47,54.15,0.375,0.374,0.423,0.413
2023-11-24,4905435.18,3.5,1453952.32,1098076.63,952948.71,1400457.52,3.61,3.52,3.28,3.15,67.01,136,66,43.38,0.309,22.65,71.5,48.59,0.28,0.315,0.327,0.33
2023-11-25,5105576.5,4.38,1601068.41,1142521.73,970974.73,1391011.64,4.56,4.34,4.05,4.02,70.2,115,49,38.65,0.171,15.07,75.57,41.83,0.155,0.169,0.191,0.204
2023-11-26,5215988.23,6.43,1540559.43,1395648.03,941568.8,1338211.97,6.48,6.3,6.23,6.14,60.93,155,75,44.01,0.03,19.77,71.82,59.25,0.018,0.027,0.039,0.068
2023-11-27,4747402.66,5.37,1437869.06,1114996.54,957133.23,1237403.83,5.7,5.35,5.25,4.99,65.93,137,67,34.85,0.104,22.94,71.9,48.65,0.097,0.086,0.126,0.155
2023-11-28,4949372.57,4.98,1502187.9,1111645.66,1059393.55,1276145.47,5.15,5.04,4.8,4.79,79.48,137,70,35.48,0.128,21.3,75.05,53.31,0.119,0.129,0.14,0.174
2023-11-29,5115248.66,4.14,1470015.3,1278567.81,1116685.72,1249979.83,4.29,4.02,4.09,3.88,75.15,138,58,30.68,0.335,19.74,68.82,50.63,0.331,0.321,0.363,0.377
